stockid,year,Q1Rev,Q2Rev,Q3Rev,Q4Rev,Q1Grate,Q2Grate,Q3Grate,Q4Grate
2421,2002,367341,433146,474379,468135,1.95,4.1700001,6.2600002,-13.91
2422,2002,222908,330821,361399,352162,-4.04,17.23,0.88,-4.4200001
2423,2002,106787,130331,130557,145198,-20.25,-10.98,-14.79,-6.0100002
2424,2002,208606,177723,148379,152122,10.3,-34.27,-10.18,-14.42
2425,2002,712204,446881,702933,678239,17.16,-23.610001,31.99,0.33000001
2426,2002,159182,233534,219618,184567,-11.58,20.959999,0.44999999,-11.32
2427,2002,362683,346526,312020,846142,-73.279999,-25.66,-45.040001,-22.549999
2428,2002,82209,85128,93739,104046,7.3899999,-5.3099999,3.8900001,8.4700003
2429,2002,58721,54645,56175,77025,24.91,21.59,42.32,48
2430,2002,1512932,1691528,1832951,2012465,13.11,10.99,-0.46000001,-2.6500001
2431,2002,219920,197895,187199,183195,10.31,-7.6700001,-14.87,9.1899996
2432,2002,120258,108647,108158,117087,40.700001,-2.6700001,5.3099999,16.66
2433,2002,140385,153333,157454,157418,-14.66,-7.8600001,5.73,2.47
2434,2002,74014,65441,88719,77580,0.89999998,-14.7,26.01,-8.3400002
2435,2002,316670,283713,300510,314543,19.08,-3.3399999,15.85,12.64
2436,2002,170734,167980,179034,209823,6.3000002,-5.0300002,0.94999999,8.54
2437,2002,104212,139464,143650,151624,-17.030001,19.280001,17.799999,22.68
2438,2002,702378,633011,623996,799235,-15.02,-8.2399998,-2.6300001,-1.53
2439,2002,95319,85244,101061,130004,3.9100001,-23.309999,-7.5799999,5.5900002
2440,2002,346781,320706,326893,376080,46.48,-22.15,-10.13,5.8600001
2441,2002,540568,555885,553147,583971,24.950001,-2.8199999,19.110001,10.64
2442,2002,1898223,1321929,1225715,1512306,-10.44,-36.049999,45.669998,20.379999
2443,2002,384929,447233,430805,419267,-21.83,9.3400002,11.32,-14.84
2444,2002,434916,522693,380984,398450,24.200001,-14.41,-9.8299999,20.82
2445,2002,47997,116466,140368,74345,-85.839996,-85.43,-26.629999,-56.93
2446,2002,338563,294572,273957,406754,-0.79000002,-8.8500004,-15.06,8.2200003
2447,2002,225010,429408,327158,581609,-67.040001,-29.120001,-41.189999,112.73
2448,2002,128781,197464,262873,283961,20.790001,14.28,7.7399998,3.46
2449,2002,463517,709205,747733,752544,8.1400003,31.049999,5.9899998,3.4200001
2450,2002,1437156,1456330,1750426,1624784,-3.74,-10.54,27.25,-0.33000001
2451,2002,888035,674969,770252,893958,40.689999,-24.469999,13.82,22.76
2452,2002,165695,167265,177612,200665,10.93,-0.14,2.78,12.34
2453,2002,191138,176555,302101,263933,-68.360001,-8.6300001,48.529999,-34.610001
2454,2002,3479562,3393412,3374977,4508625,13.15,9.0900002,-10.32,3.03
2455,2002,28077,50493,63273,35427,0,0.86000001,-13.73,-32.169998
2456,2002,108686,109014,114672,114058,31.690001,-0.91000003,17.790001,11.12
2457,2002,733911,865744,1033628,1065492,-30.84,1.86,17.299999,-1.63
2458,2002,393538,630031,527388,448964,28.77,15.1,-14.61,-4.5900002
2459,2002,340468,519881,648801,603611,7.8200002,7.75,3.54,5.0799999
2460,2002,137399,155197,174861,165964,29.65,-0.2,4.9200001,-0.31999999
2461,2002,128862,159202,136568,102826,19.67,0.55000001,-0.09,-15.74
2462,2002,135897,166817,165657,155323,11.34,-6.02,0.80000001,6.3499999
2463,2002,119248,155124,121818,140806,4,9.2200003,-19.559999,53.75
2464,2002,224468,245669,292172,282534,4.3400002,0.15000001,11.49,-2.0699999
2465,2002,737940,674947,725543,835057,-0.58999997,-9.3100004,14.42,20.280001
2466,2002,77660,87794,92024,76591,-4.46,7.7800002,3.46,0.31
2467,2002,126080,135518,157417,135540,43.259998,3.1800001,9.6199999,-47.299999
2468,2002,169276,283903,261102,361762,-56.080002,6.48,-17.030001,31.42
2469,2002,209778,186542,201322,216549,8.1199999,-12.12,12.65,19.66
2470,2002,1314109,1211555,1388090,1522263,13.51,-13.02,2.3,13.27
2471,2002,109496,46168,56337,54524,-65.889999,-77.550003,-31.74,-45.09
2472,2002,288941,300361,297104,271509,36.27,0.83999997,-0.01,-2.0799999
2473,2002,76786,84571,92007,102587,3.8800001,0.52999997,-1.97,4.8200002
2474,2002,294768,248593,164313,205661,23.950001,-21.57,-8.3400002,35.59
2475,2002,5914500,6472195,4687385,3274376,12.86,4,-14.14,-10.14
2476,2002,103990,125400,141629,167811,8.4700003,8.0500002,15.4,-7.7399998
2477,2002,297944,466003,554935,578602,-19.809999,-24,6.1399999,13.49
2478,2002,109382,128484,125370,134386,33.02,13.01,27.139999,14.98
2479,2002,351711,410734,412930,418940,-65.129997,-31.200001,10.44,3.78
2480,2002,710624,778093,741808,752833,3.3199999,0.95999998,-4.5100002,-6.7600002
2481,2002,255809,280267,292763,315904,15.88,-0.41,5.3400002,16.030001
2482,2002,72841,59624,100743,84157,-23.75,25.26,26.01,-31.059999
2483,2002,59668,66867,61814,60191,3.75,5.8499999,-3.8800001,-0.14
2484,2002,60010,62027,72459,79185,22.700001,-2.0999999,16.690001,-1.71
2485,2002,282874,241956,257352,347437,-10.63,-2.49,3.26,5.1199999
2486,2002,92646,105610,103679,110277,6.6700001,-6.5100002,6.52,14.8
2487,2002,69734,64827,67315,92479,1.4400001,-31.18,5.3099999,43.16
2488,2002,184922,213288,232262,255200,-14.26,15.97,-6.3899999,9.1800003
2489,2002,1689004,1637865,1587134,1798889,-7.1999998,10.17,16.780001,35.93
2490,2002,227652,286219,281086,261694,-62.009998,-17.969999,-19.24,0.74000001
2491,2002,234665,267754,347710,451162,23.809999,5.0799999,4.2399998,18.870001
2492,2002,525935,572956,635707,707251,10.04,5.3099999,7.73,7.9000001
2493,2002,177114,238935,202048,255125,-58.810001,2.5,-31.43,29.200001
2494,2002,828825,877114,823548,813657,17.26,-30.57,-31.77,-22.74
2495,2002,108021,99977,111283,172622,-20.67,4.02,9.04,51.060001
2496,2002,58259,18550,10809,18498,20,-61.099998,90.940002,74.639999
2497,2002,123142,142655,114623,109695,0,-3.9400001,-25.65,-4.71
2498,2002,2090420,2561667,2244810,3425262,-30.23,-16.35,-37.48,7.6100001
2499,2002,133235,180096,163046,151960,-22.360001,7,-10.27,-3.5699999
2501,2002,239517,490740,440538,349720,-40.889999,-11.72,-2.26,1.21
2504,2002,1067817,1322531,1526275,1578531,-15.44,6.6199999,7.0100002,1.4
2505,2002,230642,195805,93350,81607,-57.75,-53.470001,-70.230003,-35.400002
2506,2002,1047603,1116414,1572460,760122,93.589996,20.940001,-43.279999,-21.49
2509,2002,72726,257224,138408,208778,-86.290001,-40.119999,-89.220001,-16.879999
2511,2002,282588,371122,345063,513352,-72.339996,258.42001,63.25,-21.389999
2512,2002,76164,122032,78677,15903,-51.560001,56.740002,18.32,-51.18
2514,2002,14229,38272,64509,6663,-17.870001,46.779999,-94.639999,140.22
2515,2002,1296151,1341697,1306524,1236240,16.76,-12.91,-4.7600002,-24.92
2516,2002,1320032,1096800,919662,1003791,-43.509998,-44.720001,-36.98,-23.9
2520,2002,267105,832863,287210,164043,-37.990002,196.10001,-92.949997,-2.8599999
2521,2002,7674,7599,6462,5432,43.459999,3.6500001,10.85,47.959999
2523,2002,1116629,1392173,1373973,1576755,-27.049999,30.1,4.4299998,-13.59
2524,2002,280033,441507,199478,233474,-0.52999997,35.169998,-23.780001,22.719999
2525,2002,7732,6654,7428,37071,-74.239998,34.889999,271.95001,111.11
2526,2002,1596870,1706033,1754777,2780856,26.860001,8.8199997,37.040001,57.700001
2527,2002,30170,44220,11966,18485,345.32999,202.84,-58.279999,-39.419998
2528,2002,32881,51368,51865,36070,-16.09,320.26001,2884.3501,169.22
2530,2002,98718,270130,75008,27856,-47.259998,45.049999,-51.41,-62.490002
2533,2002,112706,166510,103422,32360,-67.150002,-9.8900003,-30.049999,-69.839996
2534,2002,122687,483368,302229,28774,-56.490002,-87.5,-73.480003,-96.169998
2535,2002,265292,322859,386925,628390,-5.1100001,18.32,-29.35,-25.540001
2536,2002,136264,140251,497721,202918,-48.84,-45.34,263.14999,30.18
2537,2002,89756,172554,39172,75872,-46.23,-12.36,-87.099998,-12.89
2538,2002,34447,5481,541788,694987,149.28,-83.07,22645.131,-74.769997
2539,2002,15529,15964,14765,13731,-76.400002,-79.559998,-52.630001,-93.82
2540,2002,9334,8604,15631,418971,-98.57,44.889999,528.22998,379.76999
2542,2002,278351,250870,131731,142533,-77.279999,-59.639999,-71.449997,-81.57
2543,2002,453623,524974,563239,421192,-1.26,-2.3900001,43.419998,16.540001
2544,2002,603889,338080,485034,797593,-15.34,-56.639999,1.6,68.959999
2545,2002,219956,425369,30934,39266,-62.700001,6.48,-76.839996,104.89
2546,2002,457856,464019,391453,443762,-10.71,-40.360001,-31.610001,-51
2547,2002,112376,231110,141048,188071,-90.339996,281.76999,11.27,530.92999
2548,2002,601198,103149,77021,197769,-17.219999,-95.650002,-100,3.55
2601,2002,28359,25849,25808,20020,51.439999,-5.6799998,8.96,-21.91
2603,2002,1789861,1643960,2615461,4765152,25.5,-20.290001,7.3699999,30.43
2605,2002,66706,55475,64923,74084,-17.559999,20.73,5.23,-1.73
2606,2002,302852,285905,297213,309269,14.37,-14.7,19.27,10.72
2607,2002,196417,322625,327363,604727,-14.24,20.93,11.9,89.330002
2608,2002,511879,534259,548134,542439,8.4899998,-2.8699999,7.4200001,2.98
2609,2002,4797354,6117090,5782445,6137407,-19.309999,11.24,-21.719999,-20.450001
2610,2002,9108199,8951088,8962028,9537280,-2.24,-3.5699999,11.98,15.17
2611,2002,158093,184762,223084,461966,1.09,2.45,12.83,73.519997
2612,2002,169938,165557,159639,170004,-17.25,-21.540001,0.74000001,-6.6199999
2613,2002,127272,148607,144940,154398,-12.45,-2.0899999,1.83,17.110001
2614,2002,566752,699916,647781,896803,-16.1,15.75,0.37,-17.389999
2615,2002,3572565,3938849,3873876,4251832,0.03,-3.4200001,0.30000001,8.5
2616,2002,290707,347858,381807,491315,7.4699998,6.8499999,-0.97000003,13.31
2617,2002,257526,278793,310306,281716,30.790001,4.73,21.91,-5.29
2618,2002,6800910,7680365,8804536,8920036,-6.8299999,-1.17,8.8000002,12.41
2701,2002,33457,32611,31288,31325,6.7199998,-5.3600001,1.28,0.54000002
2702,2002,17890,14834,16779,20004,-8.75,-24.299999,25.559999,20.809999
2704,2002,267889,255148,237249,275884,10.09,-17.690001,-16.620001,7.3000002
2705,2002,297355,282918,296961,289559,-20.700001,5.4499998,17.639999,24.620001
2706,2002,31421,31085,33399,33412,-7.1799998,-6.8099999,4.6700001,0.51999998
2707,2002,290517,280186,254997,289484,5.3699999,-9.9099998,-17.450001,12.16
2801,2002,6527459,6886338,6322917,6009652,-7.5500002,5.73,-3.1700001,1.64
2807,2002,2029854,2006938,2042054,1820147,3.96,1.72,3.98,-10.88
2808,2002,2117497,2038368,2008090,2087265,-21.77,-9.4899998,-6.2399998,-7.5300002
2809,2002,827983,810376,775086,703304,-6.1500001,-3.46,0.80000001,-4.27
2811,2002,452747,380325,328056,492544,-2.3199999,31.870001,488.67001,40.23
2812,2002,1454528,1432825,1372722,1171683,-5.1399999,-3.6500001,-2.4400001,-2.71
2816,2002,1207484,1148800,1264878,1523906,-40.669998,-47.389999,8.9200001,-50.580002
2820,2002,530729,444363,1089719,443378,-5.5500002,-14.81,-2.27,-82.029999
2822,2002,2767368,2611816,2433399,2385491,-26.360001,-11.31,-3.8900001,1.95
2823,2002,3115653,3684345,5564396,7953114,-55.669998,-13.75,26.889999,6.0100002
2825,2002,1359428,1578552,532067,1582359,-28.870001,-33.669998,-27.879999,457.70001
2827,2002,611405,441466,466853,371099,99.839996,-21.879999,0.73000002,-29.299999
2828,2002,1710591,1834010,1697833,2061335,-11.17,7.0700002,-38.830002,-19.370001
2831,2002,1516171,1394157,1486611,1376762,4.48,-9.4399996,-3,-3.8199999
2832,2002,999168,1469155,788573,1405152,42.220001,26.82,20.940001,193.5
2833,2002,4171961,5678808,7452375,6537364,-44.639999,8.54,38.119999,-6.52
2834,2002,5187512,4864690,4535724,4312742,-10.76,-5.9499998,-4.52,-4.4099998
2836,2002,1312367,1150719,1036423,1157272,-25.93,-7.9400001,-2.0699999,-1.29
2837,2002,1793746,1895128,2077010,1916012,-9.2399998,1.23,-0.75,-15.63
2838,2002,1595312,1141229,1387050,1302680,37.240002,-15.58,23.68,3.75
2841,2002,210400,174766,265474,506268,-70.730003,-14.1,38.450001,-78.690002
2845,2002,1415873,1270396,1415341,1504173,6.6100001,-4.8499999,28.950001,4.9200001
2847,2002,1444269,1248794,1451975,1247919,-1.3200001,-8.21,37.689999,-9.5799999
2848,2002,1053404,975402,987518,1179783,-23.01,-0.58999997,31.59,74.089996
2849,2002,1315125,1260989,1243440,1164455,-3.1900001,9.9300003,8.2600002,8.1800003
2850,2002,1824870,1600877,1778871,1768865,-12.69,-17.1,43.91,2.74
2851,2002,1494716,1318027,1437754,1486697,-62.32,-71.449997,-64.900002,-69.699997
2852,2002,1018701,1054571,980927,992843,53.889999,-1.28,-7.1700001,-9.4799995
2854,2002,1027216,797332,452417,513417,-6.5100002,-7.52,-57.209999,-13.22
2855,2002,835442,597007,531933,382366,-42.84,-9.79,-20.83,-13.59
2856,2002,609006,489771,350434,530391,25.299999,46.080002,65.949997,55.310001
2880,2002,689386,-15809775,641528,1181108,-81.849998,-15.17,7.46,659.41998
2881,2002,1046756,1752318,2196399,339958,66.599998,16.469999,-73.470001,-93.919998
2882,2002,2530077,546249,233143,3795849,0,-49.880001,7.77,-74.309998
2883,2002,2041649,1497422,400043,273209,1054.71,-8.3400002,59,-99.470001
2884,2002,300189,391488,339770,-2463514,0,-9.9799995,-25.360001,10.2
2885,2002,202542,116019,259144,-518546,0,-26.27,319.01001,84.169998
2886,2002,484820,697073,641908,1424974,0,-14.2,-21.07,283.04001
2887,2002,413990,501940,511807,473131,0,-41.209999,-7.5300002,2.5599999
2888,2002,391838,-10900829,-570421,4090120,0,-52.34,99.75,147.56
2889,2002,26026,142648,165590,-1790908,0,214.73,371.48999,37.189999
2901,2002,96056,84025,87688,72848,-18.290001,-2.3,1.61,-12.79
2902,2002,154485,101691,106780,59794,6.2399998,4.8600001,32.93,-51
2903,2002,2320286,1759770,1874704,2387571,-45.57,-10.03,21.879999,-9.8100004
2904,2002,39722,45452,43076,38274,-4.3699999,14.69,7.7199998,-20.209999
2905,2002,861384,924687,1261029,1073343,-36.470001,17.32,43.790001,-9.9899998
2906,2002,1229438,1018547,1549367,1153663,27.280001,-9.9799995,34.619999,-31.18
2908,2002,1563854,1957061,2028895,2189611,45.810001,21.82,10.26,4.6399999
2910,2002,319454,267138,264315,322429,13.3,-2.8199999,5.0900002,-6.4499998
2911,2002,277531,168801,209232,228068,30.41,-31.25,-1.9400001,8.9099998
2912,2002,8292022,9179403,9691829,8838068,-3.9000001,2.3099999,5.54,1.35
2913,2002,267869,271355,343547,355226,9.3800001,0.94,35.73,-3.6500001
2915,2002,1004151,1050582,1082343,1126150,-3.3,6.4200001,1.61,8.1800003
3001,2002,140172,99425,142136,202427,-35.389999,-52.380001,0.69999999,42.849998
3002,2002,52551,63393,56647,72608,-20.969999,-9.0699997,-44.849998,7.73
3003,2002,114239,133781,116750,123057,0,-4.96,-11.88,13.98
3004,2002,96281,103162,123365,178666,-20.389999,3.9400001,-14.07,25.540001
3005,2002,3244397,2309199,2380442,3240110,62.380001,-12.71,-15.37,46.049999
3006,2002,277721,440682,525536,581891,0,5.1399999,-0.81,4.4699998
3008,2002,63033,242067,293972,258587,0,19.25,21.73,-0.58999997
3010,2002,843546,932173,935450,959397,8.21,-2.5699999,-6.1700001,7.0100002
3011,2002,109951,108257,108595,114604,25.040001,13.72,-4.3000002,4.1799998
3012,2002,1263717,2422417,2408094,1814756,19.809999,47.529999,39.470001,-22.67
3015,2002,600674,416203,701906,712728,9.9300003,-17.25,37.48,-9.0900002
3016,2002,68722,90428,68955,45634,141.77,10.79,-14.08,6.6700001
3018,2002,164765,116867,119859,150774,-97.440002,-96.620003,-94.120003,-97.5
3019,2002,247971,340085,458030,481150,-19.190001,-0.28999999,3.8599999,-1.4299999
3020,2002,886954,1038121,1113520,1063021,14.35,18.059999,22.309999,0.08
3021,2002,513140,557034,532087,480355,-14.63,2.9200001,-5.52,-26.219999
3022,2002,266305,284949,273202,316274,45.200001,-19.43,-5.1300001,23.5
3023,2002,243795,321114,299293,364394,-4.52,18.700001,-0.34,9
3024,2002,355446,624056,788810,506795,-16.879999,20.73,15.78,-18.4
3025,2002,30663,46869,28884,43733,-46.07,-41.799999,-50.279999,8.1499996
3026,2002,540081,603889,627813,680483,0.75,1.96,7.5599999,4.8699999
3027,2002,114495,118577,124195,157432,11.67,-23.360001,-10.52,19.129999
3028,2002,723856,663083,713971,875902,38.759998,-4.71,13.28,12.26
3029,2002,314671,466986,303578,350384,-30.790001,-16.07,-10.03,-1.58
3030,2002,70840,118555,87997,90952,7.3099999,15.47,-25.76,-10.18
3031,2002,133170,161043,150145,169238,10.21,1.9,-6.8600001,12.93
3032,2002,258129,196568,302112,290046,2.71,-12.36,73.620003,-9.0200005
3033,2002,1158052,1174860,1352836,1497459,-7.8400002,-1.3099999,29.549999,8.4099998
3034,2002,685312,886740,778557,994611,1.53,4.5900002,-13.77,26.17
3035,2002,332757,476747,457927,418382,-13.49,22.18,0.38999999,-6.3099999
3036,2002,984809,955688,1124496,1154231,28.440001,-8.6199999,17.620001,9.3800001
3037,2002,1258077,1529263,1626299,1722673,5.7399998,2.78,6.8099999,3.5599999
3038,2002,162368,243887,220713,306481,-10.66,20.870001,-6.8899999,16.799999
3039,2002,323247,276432,315982,377810,-31.370001,-4.3600001,-25.27,-0.64999998
3040,2002,252021,201677,240311,242139,4.6700001,10.83,18.809999,15.02
3041,2002,733659,877761,759752,693038,8.6099997,-7.5,-14.36,2.8199999
3042,2002,216172,220891,220075,227089,11.27,1.91,3.0799999,8.0600004
3043,2002,231898,205392,206524,270263,-6.1999998,-15.04,8.1099997,18.34
3044,2002,470700,505204,520886,631285,0.05,2.5899999,2.3,5.6100001
3045,2002,5894806,5915348,5864076,5656619,0.41999999,-3.6600001,3.5599999,-0.62
3046,2002,2387683,2064267,2048430,2236466,15.27,-11.9,-10.94,5.9899998
3047,2002,221180,209141,193874,282112,-9.29,-9.2200003,2.8399999,16.030001
3049,2002,379427,445966,466405,651288,14.46,7.8699999,-1.0700001,3.8
3050,2002,255640,205615,254966,376001,21.129999,-13.8,-36.73,46.939999
3051,2002,648000,875986,762205,707432,36.869999,15.47,-1.25,3.9200001
3052,2002,279816,336924,431226,519066,-15.54,16.42,17.92,-16.16
3053,2002,190935,239273,167406,101350,-34.540001,-58.689999,-80.43,-22.530001
3054,2002,79678,101606,157032,183408,-11.41,27.23,30.360001,0.23999999
3055,2002,288539,541386,584667,354047,93.279999,19.41,19.110001,8.0200005
3057,2002,140795,143583,175614,201742,-2.6400001,-10.75,8.3800001,22.540001
3058,2002,357388,413084,445934,397117,9.6000004,9.3199997,36.490002,-13.65
3059,2002,485740,193260,972774,1944798,-12.23,-38.049999,181.81,31.91
4102,2002,29675,28979,26985,29481,4.48,-9.6800003,-4.8299999,6.8299999
4103,2002,193427,272790,300630,252534,-37.959999,5.8099999,-4.9499998,-1.24
4104,2002,145616,150425,158258,198358,-13.62,9.25,2.9100001,8.1499996
4105,2002,144291,157194,166308,154649,22.389999,-4.77,16.940001,-2.77
4106,2002,91728,108665,122790,134561,-25.92,-3.75,-12.06,9.6400003
4107,2002,40394,46461,41966,42104,4.9899998,0.92000002,-3.76,-1.63
4108,2002,0,0,8,102,0,0,0,0
4109,2002,64037,57127,67801,80602,10.25,-27.950001,4.8699999,6.1700001
4110,2002,39725,42680,54958,59296,-54.650002,-36.18,20.190001,-15.42
4111,2002,48643,51797,50656,50649,9.6099997,3.7,5.4299998,-3.3099999
4205,2002,88669,93967,104685,97509,11.17,3.53,17.309999,8.1700001
4207,2002,76832,98286,101791,75308,12.63,11.33,12.06,-7.8499999
4303,2002,238883,340749,253413,237504,-7.48,2.1600001,-13.94,-0.60000002
4304,2002,59526,57275,52891,65188,15.75,-7.6900001,-14.81,37.130001
4305,2002,87326,111301,96578,105669,5.02,10.47,8.1199999,16.709999
4306,2002,175672,235990,202866,223122,5.0900002,15.82,3.3199999,20.65
4401,2002,283557,302780,305086,338431,-0.08,-3.8,-1.7,18.559999
4402,2002,97565,121458,181109,140612,-6.9000001,0.94999999,19.48,2
4404,2002,286629,461176,576287,592532,40.75,2.23,5.1500001,0.92000002
4406,2002,117799,117679,111369,106969,22.6,-2.74,16.139999,8.0900002
4408,2002,50687,70893,40540,34135,-16.860001,14.42,-33.580002,-6.73
4413,2002,38494,71350,42076,77089,-2.52,-15.42,-56.93,113.46
4414,2002,336439,392010,329962,440260,0.2,-7.4000001,-11.67,22.860001
4415,2002,56983,117909,89992,73226,-21.77,55.990002,-25.98,-18.84
4416,2002,24730,96545,77679,29586,-30.59,89.300003,27.049999,-19.049999
4417,2002,92307,94776,119236,131177,-14.71,-12.42,10.32,-16.549999
4419,2002,81106,80776,83269,73715,-14.57,-13.81,14.66,1.62
4420,2002,83429,103283,95174,94328,-4.7399998,2.02,0.20999999,4.98
4502,2002,219901,270544,305226,332924,5.4400001,16.280001,8.3299999,2.7
4503,2002,39107,49202,58273,43015,20.18,33.919998,108.21,-16.639999
4506,2002,216501,241521,214793,445688,-58.400002,-2.0899999,-41.150002,-28.26
4510,2002,86200,119276,110948,126291,72.760002,-0.97000003,1.4299999,23.9
4513,2002,84783,88697,150751,140351,-1.39,-10.17,78.290001,22.65
4522,2002,39750,46994,49887,43475,-21.709999,18.51,20.530001,5.3699999
4523,2002,136140,202091,181312,236621,4.1199999,45.220001,-23.299999,20.129999
4526,2002,174468,210363,235697,288946,-13.07,2.5999999,14.04,11.68
4527,2002,66945,84772,91587,98959,33.93,-10.52,-10.42,16.51
4528,2002,28517,40557,41965,39468,-28.940001,8.1499996,4.2399998,-4.5599999
4529,2002,61856,72614,92200,85032,-6.6500001,-18.09,18.35,29.049999
4530,2002,73451,141477,264359,333320,-68.379997,-0.63999999,-11.93,-17.67
4532,2002,494907,359242,195658,405116,40.75,-14.71,-29.309999,32.27
